project,description,tags,start,end,updated,duration,modified
project_3,description_3,None,2018-04-13T12:19:00-04:00,2018-04-13T13:25:00-04:00,2018-04-14T09:54:57-04:00,3960000,True
project_1,description_1,None,2018-04-13T11:35:00-04:00,2018-04-13T12:16:00-04:00,2018-04-14T09:52:17-04:00,2460000,True
project_6,description_6,None,2018-04-13T10:55:00-04:00,2018-04-13T11:32:00-04:00,2018-04-14T09:51:28-04:00,2220000,True
project_3,description_3,None,2018-04-13T10:07:00-04:00,2018-04-13T10:50:00-04:00,2018-04-14T09:50:39-04:00,2580000,True
project_3,description_7,None,2018-04-13T09:05:00-04:00,2018-04-13T10:05:00-04:00,2018-04-14T09:49:04-04:00,3600000,True
project_3,description_3,None,2018-04-12T22:21:00-04:00,2018-04-13T01:19:41-04:00,2018-04-13T01:20:03-04:00,10721000,True
project_1,description_1,None,2018-04-12T21:42:04-04:00,2018-04-12T21:54:39-04:00,2018-04-12T21:54:40-04:00,755000,True
project_3,description_8,None,2018-04-12T21:17:00-04:00,2018-04-12T21:30:19-04:00,2018-04-12T21:30:28-04:00,799000,True
project_5,description_9,None,2018-04-12T19:34:19-04:00,2018-04-12T21:16:00-04:00,2018-04-12T21:30:15-04:00,6101000,True
project_3,description_8,None,2018-04-12T19:13:15-04:00,2018-04-12T19:34:18-04:00,2018-04-12T19:34:19-04:00,1263000,True
project_6,description_19,None,2018-04-12T17:55:00-04:00,2018-04-12T18:05:58-04:00,2018-04-12T18:06:07-04:00,658000,True
project_1,description_1,None,2018-04-12T17:43:00-04:00,2018-04-12T17:54:00-04:00,2018-04-12T18:05:54-04:00,660000,True
project_6,description_6,None,2018-04-12T17:02:41-04:00,2018-04-12T17:42:00-04:00,2018-04-12T18:05:45-04:00,2359000,True
project_5,description_5,None,2018-04-12T15:42:23-04:00,2018-04-12T16:16:15-04:00,2018-04-12T17:02:45-04:00,2032000,True
project_4,description_39,None,2018-04-12T14:59:00-04:00,2018-04-12T15:31:32-04:00,2018-04-12T15:31:51-04:00,1952000,True
project_2,description_2,None,2018-04-12T13:05:13-04:00,2018-04-12T14:10:07-04:00,2018-04-12T14:10:07-04:00,3894000,False
project_3,description_3,None,2018-04-12T12:45:00-04:00,2018-04-12T13:02:00-04:00,2018-04-12T14:11:19-04:00,1020000,True
project_1,description_1,None,2018-04-12T12:09:12-04:00,2018-04-12T12:42:00-04:00,2018-04-12T14:10:41-04:00,1968000,True
project_6,description_6,None,2018-04-12T11:37:38-04:00,2018-04-12T12:08:58-04:00,2018-04-12T12:08:58-04:00,1880000,False
project_3,description_3,None,2018-04-12T10:17:19-04:00,2018-04-12T11:37:29-04:00,2018-04-12T11:37:29-04:00,4810000,False
project_3,description_7,None,2018-04-12T09:07:43-04:00,2018-04-12T10:17:12-04:00,2018-04-12T10:17:12-04:00,4169000,False
project_3,description_3,None,2018-04-12T00:28:00-04:00,2018-04-12T01:22:08-04:00,2018-04-12T01:22:19-04:00,3248000,True
project_9,description_40,None,2018-04-11T20:25:31-04:00,2018-04-12T00:22:46-04:00,2018-04-12T00:22:46-04:00,14235000,False
project_3,description_8,None,2018-04-11T17:54:08-04:00,2018-04-11T19:13:20-04:00,2018-04-11T19:13:20-04:00,4752000,False
project_7,description_12,None,2018-04-11T17:20:00-04:00,2018-04-11T17:53:55-04:00,2018-04-11T17:54:05-04:00,2035000,True
project_7,description_37,None,2018-04-11T17:05:47-04:00,2018-04-11T17:14:16-04:00,2018-04-11T17:14:16-04:00,509000,False
project_7,description_41,None,2018-04-11T15:40:02-04:00,2018-04-11T17:05:41-04:00,2018-04-11T17:05:42-04:00,5139000,True
project_7,description_12,None,2018-04-11T14:19:29-04:00,2018-04-11T15:29:28-04:00,2018-04-11T15:39:58-04:00,4199000,True
project_3,description_8,None,2018-04-11T13:26:43-04:00,2018-04-11T14:19:28-04:00,2018-04-11T14:19:33-04:00,3165000,True
project_7,description_42,None,2018-04-11T10:55:47-04:00,2018-04-11T13:06:45-04:00,2018-04-11T13:06:48-04:00,7858000,True
project_2,description_2,None,2018-04-11T10:35:06-04:00,2018-04-11T10:55:46-04:00,2018-04-11T10:55:48-04:00,1240000,True
project_7,description_42,None,2018-04-11T09:58:20-04:00,2018-04-11T10:35:04-04:00,2018-04-11T10:35:05-04:00,2204000,True
project_1,description_1,None,2018-04-11T09:38:13-04:00,2018-04-11T09:50:41-04:00,2018-04-11T09:50:41-04:00,748000,False
project_6,description_6,None,2018-04-11T09:10:26-04:00,2018-04-11T09:38:11-04:00,2018-04-11T09:38:11-04:00,1665000,False
project_2,description_2,None,2018-04-11T08:32:00-04:00,2018-04-11T09:10:25-04:00,2018-04-11T09:40:07-04:00,2305000,True
project_3,description_3,None,2018-04-10T23:00:00-04:00,2018-04-10T23:57:00-04:00,2018-04-11T00:04:05-04:00,3420000,True
project_7,description_43,None,2018-04-10T22:11:20-04:00,2018-04-10T22:53:00-04:00,2018-04-10T22:53:00-04:00,2500000,False
project_1,description_1,None,2018-04-10T21:24:51-04:00,2018-04-10T22:09:53-04:00,2018-04-10T22:10:25-04:00,2702000,True
project_8,description_31,None,2018-04-10T20:16:18-04:00,2018-04-10T20:36:03-04:00,2018-04-10T20:36:03-04:00,1185000,False
project_0,description_44,None,2018-04-10T19:24:47-04:00,2018-04-10T20:16:06-04:00,2018-04-10T20:16:08-04:00,3079000,True
project_7,description_45,None,2018-04-10T19:10:20-04:00,2018-04-10T19:23:27-04:00,2018-04-10T19:23:29-04:00,787000,True
project_7,description_10,None,2018-04-10T18:45:55-04:00,2018-04-10T19:10:05-04:00,2018-04-10T19:10:14-04:00,1450000,True
project_0,description_46,None,2018-04-10T17:32:26-04:00,2018-04-10T18:44:33-04:00,2018-04-10T18:44:44-04:00,4327000,True
project_3,description_3,None,2018-04-10T16:43:00-04:00,2018-04-10T17:32:06-04:00,2018-04-10T17:32:56-04:00,2946000,True
project_1,description_1,None,2018-04-10T16:31:22-04:00,2018-04-10T16:39:09-04:00,2018-04-10T16:39:10-04:00,467000,True
project_5,description_5,None,2018-04-10T15:47:03-04:00,2018-04-10T16:31:20-04:00,2018-04-10T16:31:20-04:00,2657000,False
project_6,description_19,None,2018-04-10T13:40:06-04:00,2018-04-10T14:11:48-04:00,2018-04-10T14:11:49-04:00,1902000,True
project_2,description_2,None,2018-04-10T12:55:39-04:00,2018-04-10T13:40:05-04:00,2018-04-10T13:40:05-04:00,2666000,False
project_6,description_6,None,2018-04-10T12:38:28-04:00,2018-04-10T12:55:17-04:00,2018-04-10T12:55:17-04:00,1009000,False
project_1,description_1,None,2018-04-10T12:27:47-04:00,2018-04-10T12:38:26-04:00,2018-04-10T12:38:26-04:00,639000,False
project_6,description_6,None,2018-04-10T12:09:00-04:00,2018-04-10T12:26:01-04:00,2018-04-10T12:26:35-04:00,1021000,True
project_3,description_8,None,2018-04-10T11:48:23-04:00,2018-04-10T12:06:00-04:00,2018-04-10T12:26:29-04:00,1057000,True
project_5,description_9,None,2018-04-10T10:31:09-04:00,2018-04-10T11:48:23-04:00,2018-04-10T11:48:23-04:00,4634000,False
project_3,description_8,None,2018-04-10T10:08:37-04:00,2018-04-10T10:31:08-04:00,2018-04-10T10:31:13-04:00,1351000,True
project_2,description_2,None,2018-04-10T09:51:22-04:00,2018-04-10T10:04:17-04:00,2018-04-10T10:04:17-04:00,775000,False
project_3,description_3,None,2018-04-10T09:34:00-04:00,2018-04-10T09:49:00-04:00,2018-04-10T10:04:44-04:00,900000,True
project_3,description_7,None,2018-04-10T09:02:04-04:00,2018-04-10T09:33:14-04:00,2018-04-10T09:33:14-04:00,1870000,False
project_3,description_3,None,2018-04-09T22:28:00-04:00,2018-04-10T00:27:00-04:00,2018-04-10T00:45:32-04:00,7140000,True
project_1,description_1,None,2018-04-09T21:36:00-04:00,2018-04-09T22:22:00-04:00,2018-04-10T00:45:07-04:00,2760000,True
project_3,description_3,None,2018-04-09T20:38:44-04:00,2018-04-09T21:33:00-04:00,2018-04-09T21:55:00-04:00,3256000,True
project_3,description_8,None,2018-04-09T20:21:40-04:00,2018-04-09T20:38:43-04:00,2018-04-09T20:38:45-04:00,1023000,True
project_3,description_3,None,2018-04-09T19:45:38-04:00,2018-04-09T20:21:40-04:00,2018-04-09T20:21:40-04:00,2162000,False
project_6,description_19,None,2018-04-09T17:44:00-04:00,2018-04-09T19:10:00-04:00,2018-04-10T00:44:42-04:00,5160000,True
project_1,description_1,None,2018-04-09T17:17:00-04:00,2018-04-09T17:40:00-04:00,2018-04-10T00:44:00-04:00,1380000,True
project_3,description_3,None,2018-04-09T16:35:00-04:00,2018-04-09T17:13:28-04:00,2018-04-09T17:13:39-04:00,2308000,True
project_3,description_8,None,2018-04-09T15:42:43-04:00,2018-04-09T16:28:57-04:00,2018-04-09T16:28:57-04:00,2774000,False
project_2,description_2,None,2018-04-09T15:29:41-04:00,2018-04-09T15:42:42-04:00,2018-04-09T15:42:43-04:00,781000,True
project_7,description_12,None,2018-04-09T14:10:04-04:00,2018-04-09T15:29:39-04:00,2018-04-09T15:29:39-04:00,4775000,False
project_3,description_8,None,2018-04-09T13:26:00-04:00,2018-04-09T14:09:00-04:00,2018-04-09T15:30:16-04:00,2580000,True
project_1,description_1,None,2018-04-09T13:00:00-04:00,2018-04-09T13:25:12-04:00,2018-04-09T15:30:39-04:00,1512000,True
project_9,description_40,None,2018-04-09T12:01:20-04:00,2018-04-09T12:59:51-04:00,2018-04-09T12:59:51-04:00,3511000,False
project_2,description_2,None,2018-04-09T11:00:00-04:00,2018-04-09T11:58:26-04:00,2018-04-09T11:58:26-04:00,3506000,False
project_3,description_3,None,2018-04-09T10:11:39-04:00,2018-04-09T10:58:11-04:00,2018-04-09T10:58:11-04:00,2792000,False
project_3,description_7,None,2018-04-09T09:02:06-04:00,2018-04-09T10:11:32-04:00,2018-04-09T10:11:32-04:00,4166000,False
project_3,description_3,None,2018-04-08T23:48:36-04:00,2018-04-09T01:15:58-04:00,2018-04-09T01:15:58-04:00,5242000,False
project_0,description_10,None,2018-04-08T22:32:18-04:00,2018-04-08T23:32:25-04:00,2018-04-08T23:31:43-04:00,3607000,False
project_9,description_40,None,2018-04-08T18:41:00-04:00,2018-04-08T22:31:21-04:00,2018-04-08T22:31:23-04:00,13821000,True
project_1,description_1,None,2018-04-08T17:53:57-04:00,2018-04-08T18:26:05-04:00,2018-04-08T18:26:06-04:00,1928000,True
project_9,description_40,None,2018-04-08T17:17:11-04:00,2018-04-08T17:53:55-04:00,2018-04-08T17:53:55-04:00,2204000,False
project_3,description_3,None,2018-04-08T16:10:51-04:00,2018-04-08T17:04:32-04:00,2018-04-08T17:04:32-04:00,3221000,False
project_9,description_47,None,2018-04-08T15:34:27-04:00,2018-04-08T16:10:43-04:00,2018-04-08T16:10:43-04:00,2176000,False
project_5,description_5,None,2018-04-08T14:48:53-04:00,2018-04-08T15:27:09-04:00,2018-04-08T15:27:09-04:00,2296000,False
project_1,description_1,None,2018-04-08T14:16:00-04:00,2018-04-08T14:45:00-04:00,2018-04-08T15:31:08-04:00,1740000,True
project_2,description_2,None,2018-04-08T13:19:00-04:00,2018-04-08T14:12:00-04:00,2018-04-08T15:30:31-04:00,3180000,True
project_3,description_3,None,2018-04-08T11:57:00-04:00,2018-04-08T13:13:00-04:00,2018-04-08T15:33:56-04:00,4560000,True
project_1,description_1,None,2018-04-08T11:09:00-04:00,2018-04-08T11:50:00-04:00,2018-04-08T15:33:38-04:00,2460000,True
project_6,description_6,None,2018-04-08T10:26:19-04:00,2018-04-08T11:05:00-04:00,2018-04-08T15:33:08-04:00,2321000,True
project_3,description_3,None,2018-04-08T09:41:38-04:00,2018-04-08T10:26:10-04:00,2018-04-08T10:26:10-04:00,2672000,False
project_3,description_7,None,2018-04-08T09:08:40-04:00,2018-04-08T09:41:30-04:00,2018-04-08T09:41:30-04:00,1970000,False
project_3,description_3,None,2018-04-08T01:08:33-04:00,2018-04-08T02:34:49-04:00,2018-04-08T02:34:50-04:00,5176000,True
project_4,description_39,None,2018-04-07T19:14:55-04:00,2018-04-08T01:00:07-04:00,2018-04-08T01:00:07-04:00,20712000,False
project_3,description_3,None,2018-04-07T18:01:00-04:00,2018-04-07T18:56:14-04:00,2018-04-07T18:56:53-04:00,3314000,True
project_1,description_11,None,2018-04-07T17:01:42-04:00,2018-04-07T17:56:00-04:00,2018-04-07T18:56:23-04:00,3258000,True
project_2,description_2,None,2018-04-07T15:59:44-04:00,2018-04-07T16:59:00-04:00,2018-04-07T16:59:00-04:00,3556000,False
project_3,description_3,None,2018-04-07T15:09:26-04:00,2018-04-07T15:59:35-04:00,2018-04-07T15:59:35-04:00,3009000,False
project_1,description_1,None,2018-04-07T14:30:46-04:00,2018-04-07T15:09:23-04:00,2018-04-07T15:09:25-04:00,2317000,True
project_6,description_6,None,2018-04-07T14:09:11-04:00,2018-04-07T14:30:46-04:00,2018-04-07T14:30:46-04:00,1295000,False
project_1,description_1,None,2018-04-07T13:55:00-04:00,2018-04-07T14:07:30-04:00,2018-04-07T14:07:30-04:00,750000,False
project_6,description_6,None,2018-04-07T13:30:00-04:00,2018-04-07T13:54:00-04:00,2018-04-07T13:59:43-04:00,1440000,True
project_3,description_8,None,2018-04-07T13:04:16-04:00,2018-04-07T13:28:00-04:00,2018-04-07T13:58:40-04:00,1424000,True
project_5,description_9,None,2018-04-07T11:52:53-04:00,2018-04-07T13:04:15-04:00,2018-04-07T13:04:19-04:00,4282000,True
project_3,description_8,None,2018-04-07T11:32:39-04:00,2018-04-07T11:52:52-04:00,2018-04-07T11:52:52-04:00,1213000,False
project_6,description_19,None,2018-04-07T11:12:08-04:00,2018-04-07T11:27:50-04:00,2018-04-07T11:27:51-04:00,942000,True
project_3,description_3,None,2018-04-07T10:03:00-04:00,2018-04-07T11:11:43-04:00,2018-04-07T11:12:02-04:00,4123000,True
project_3,description_7,None,2018-04-07T09:04:29-04:00,2018-04-07T09:57:09-04:00,2018-04-07T09:57:11-04:00,3160000,True
project_9,description_40,None,2018-04-06T23:04:03-04:00,2018-04-07T00:12:36-04:00,2018-04-07T00:12:38-04:00,4113000,True
project_3,description_3,None,2018-04-06T21:23:00-04:00,2018-04-06T22:53:04-04:00,2018-04-06T22:53:14-04:00,5404000,True
project_1,description_1,None,2018-04-06T20:51:49-04:00,2018-04-06T21:15:14-04:00,2018-04-06T21:15:14-04:00,1405000,False
project_6,description_19,None,2018-04-06T20:01:00-04:00,2018-04-06T20:39:11-04:00,2018-04-06T20:39:21-04:00,2291000,True
project_6,description_6,None,2018-04-06T19:21:39-04:00,2018-04-06T19:58:00-04:00,2018-04-06T20:39:06-04:00,2181000,True
project_9,description_40,None,2018-04-06T17:13:00-04:00,2018-04-06T19:21:38-04:00,2018-04-06T19:21:39-04:00,7718000,True
project_4,description_39,None,2018-04-06T16:06:00-04:00,2018-04-06T17:12:42-04:00,2018-04-06T17:12:54-04:00,4002000,True
project_2,description_73,None,2018-04-06T15:10:45-04:00,2018-04-06T16:02:09-04:00,2018-04-06T16:02:09-04:00,3084000,False
project_2,description_2,None,2018-04-06T14:14:47-04:00,2018-04-06T15:10:43-04:00,2018-04-06T15:10:44-04:00,3356000,True
project_3,description_3,None,2018-04-06T10:40:29-04:00,2018-04-06T14:14:47-04:00,2018-04-06T14:14:47-04:00,12858000,False
project_6,description_20,None,2018-04-06T10:12:00-04:00,2018-04-06T10:40:27-04:00,2018-04-06T10:40:28-04:00,1707000,True
project_3,description_7,None,2018-04-06T08:58:26-04:00,2018-04-06T10:11:00-04:00,2018-04-06T10:37:04-04:00,4354000,True
project_6,description_19,None,2018-04-06T01:14:00-04:00,2018-04-06T01:41:00-04:00,2018-04-06T01:55:50-04:00,1620000,True
project_3,description_3,None,2018-04-05T19:57:17-04:00,2018-04-06T01:12:19-04:00,2018-04-06T01:13:21-04:00,18902000,True
project_1,description_1,None,2018-04-05T19:09:00-04:00,2018-04-05T19:55:12-04:00,2018-04-05T23:01:34-04:00,2772000,True
project_3,description_8,None,2018-04-05T18:40:38-04:00,2018-04-05T19:08:00-04:00,2018-04-05T19:22:36-04:00,1642000,True
project_5,description_9,None,2018-04-05T17:34:26-04:00,2018-04-05T18:40:37-04:00,2018-04-05T18:40:37-04:00,3971000,False
project_3,description_8,None,2018-04-05T17:14:15-04:00,2018-04-05T17:34:25-04:00,2018-04-05T17:34:25-04:00,1210000,False
project_3,description_3,None,2018-04-05T14:24:05-04:00,2018-04-05T16:56:40-04:00,2018-04-05T16:56:40-04:00,9155000,False
project_4,description_4,None,2018-04-05T14:01:00-04:00,2018-04-05T14:23:13-04:00,2018-04-05T14:23:23-04:00,1333000,True
project_2,description_2,None,2018-04-05T13:11:00-04:00,2018-04-05T14:00:58-04:00,2018-04-05T14:23:41-04:00,2998000,True
project_4,description_4,None,2018-04-05T10:49:00-04:00,2018-04-05T13:10:00-04:00,2018-04-05T14:23:56-04:00,8460000,True
project_3,description_7,None,2018-04-05T09:06:20-04:00,2018-04-05T10:43:19-04:00,2018-04-05T10:43:19-04:00,5819000,False
project_3,description_3,None,2018-04-04T19:15:35-04:00,2018-04-05T01:01:18-04:00,2018-04-05T01:01:19-04:00,20743000,True
project_1,description_1,None,2018-04-04T18:50:00-04:00,2018-04-04T19:09:58-04:00,2018-04-04T19:09:58-04:00,1198000,False
project_6,description_6,None,2018-04-04T17:57:50-04:00,2018-04-04T18:49:00-04:00,2018-04-04T19:09:47-04:00,3070000,True
project_3,description_3,None,2018-04-04T17:02:49-04:00,2018-04-04T17:57:49-04:00,2018-04-04T17:57:49-04:00,3300000,False
project_1,description_1,None,2018-04-04T17:00:45-04:00,2018-04-04T17:02:49-04:00,2018-04-04T17:02:49-04:00,124000,False
project_3,description_8,None,2018-04-04T16:14:32-04:00,2018-04-04T17:00:43-04:00,2018-04-04T17:00:43-04:00,2771000,False
project_7,description_12,None,2018-04-04T14:04:00-04:00,2018-04-04T16:14:31-04:00,2018-04-04T16:14:31-04:00,7831000,False
project_3,description_8,None,2018-04-04T13:29:31-04:00,2018-04-04T14:03:00-04:00,2018-04-04T14:20:16-04:00,2009000,True
project_2,description_2,None,2018-04-04T12:21:00-04:00,2018-04-04T13:29:31-04:00,2018-04-04T13:29:32-04:00,4111000,True
project_1,description_1,None,2018-04-04T11:55:00-04:00,2018-04-04T12:20:06-04:00,2018-04-04T12:20:19-04:00,1506000,True
project_6,description_6,None,2018-04-04T11:34:00-04:00,2018-04-04T11:53:00-04:00,2018-04-04T12:19:50-04:00,1140000,True
project_3,description_3,None,2018-04-04T10:43:58-04:00,2018-04-04T11:34:22-04:00,2018-04-04T11:34:23-04:00,3024000,True
project_3,description_7,None,2018-04-04T09:01:07-04:00,2018-04-04T10:43:48-04:00,2018-04-04T10:43:48-04:00,6161000,False
project_7,description_48,None,2018-04-03T22:47:59-04:00,2018-04-04T02:06:37-04:00,2018-04-04T02:06:39-04:00,11918000,True
project_4,description_4,None,2018-04-03T22:27:08-04:00,2018-04-03T22:47:59-04:00,2018-04-03T22:48:00-04:00,1251000,True
project_7,description_48,None,2018-04-03T22:18:32-04:00,2018-04-03T22:27:06-04:00,2018-04-03T22:27:07-04:00,514000,True
project_2,description_2,None,2018-04-03T21:53:31-04:00,2018-04-03T22:18:19-04:00,2018-04-03T22:18:21-04:00,1488000,True
project_7,description_48,None,2018-04-03T21:12:16-04:00,2018-04-03T21:53:24-04:00,2018-04-03T21:53:24-04:00,2468000,False
project_1,description_1,None,2018-04-03T20:45:11-04:00,2018-04-03T21:12:13-04:00,2018-04-03T21:12:15-04:00,1622000,True
project_6,description_19,None,2018-04-03T20:28:38-04:00,2018-04-03T20:45:09-04:00,2018-04-03T20:45:10-04:00,991000,True
project_1,description_1,None,2018-04-03T20:06:58-04:00,2018-04-03T20:28:37-04:00,2018-04-03T20:28:38-04:00,1299000,True
project_7,description_48,None,2018-04-03T19:24:18-04:00,2018-04-03T19:59:48-04:00,2018-04-03T19:59:57-04:00,2130000,True
project_3,description_3,None,2018-04-03T18:47:00-04:00,2018-04-03T19:20:57-04:00,2018-04-03T19:21:06-04:00,2037000,True
project_4,description_4,None,2018-04-03T17:36:00-04:00,2018-04-03T18:45:00-04:00,2018-04-03T19:20:55-04:00,4140000,True
project_2,description_2,None,2018-04-03T16:39:23-04:00,2018-04-03T17:34:00-04:00,2018-04-03T17:53:54-04:00,3277000,True
project_3,description_3,None,2018-04-03T15:15:00-04:00,2018-04-03T16:38:57-04:00,2018-04-03T16:38:58-04:00,5037000,True
project_1,description_1,None,2018-04-03T14:28:00-04:00,2018-04-03T15:09:00-04:00,2018-04-03T15:37:08-04:00,2460000,True
project_6,description_6,None,2018-04-03T13:58:00-04:00,2018-04-03T14:26:00-04:00,2018-04-03T15:36:04-04:00,1680000,True
project_3,description_8,None,2018-04-03T13:37:00-04:00,2018-04-03T13:55:00-04:00,2018-04-03T15:35:33-04:00,1080000,True
project_5,description_9,None,2018-04-03T12:19:12-04:00,2018-04-03T13:36:32-04:00,2018-04-03T13:36:35-04:00,4640000,True
project_3,description_8,None,2018-04-03T12:03:46-04:00,2018-04-03T12:19:11-04:00,2018-04-03T12:19:11-04:00,925000,False
project_3,description_7,None,2018-04-03T08:55:25-04:00,2018-04-03T11:43:47-04:00,2018-04-03T11:43:47-04:00,10102000,False
project_3,description_3,None,2018-04-02T22:44:00-04:00,2018-04-03T00:54:00-04:00,2018-04-03T01:14:51-04:00,7800000,True
project_7,description_49,None,2018-04-02T22:31:14-04:00,2018-04-02T22:35:07-04:00,2018-04-02T22:35:08-04:00,233000,True
